Suburb,Rooms,Type,Price,Method,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname
Armadale,2,u,565000,S,28-08-2016,6.3,3143,3,1,1,0,,,Stonnington,Southern Metropolitan
Armadale,1,u,567000,S,28-08-2016,6.3,3143,1,1,1,0,53,2013,Stonnington,Southern Metropolitan
Armadale,2,u,546000,SP,30-07-2016,6.3,3143,2,0,0,0,,,Stonnington,Southern Metropolitan
Armadale,2,u,471500,S,30-07-2016,6.3,3143,2,1,1,0,,1980,Stonnington,Southern Metropolitan
Ascot Vale,2,u,455000,S,03-09-2016,5.9,3032,3,1,2,0,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,940000,S,03-12-2016,5.9,3032,3,1,2,298,108,1920,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,467000,SP,03-12-2016,5.9,3032,2,1,1,0,62,1980,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1380000,SP,04-03-2017,5.9,3032,3,2,2,277,174,1910,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,490000,VB,04-03-2017,5.9,3032,2,1,1,423,62,1970,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1850000,S,04-03-2017,5.9,3032,4,3,1,478,270,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1284000,S,04-03-2017,5.9,3032,3,1,2,623,,1938,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,971000,SP,04-06-2016,5.9,3032,3,2,2,285,128,1900,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,710000,PI,04-06-2016,5.9,3032,2,1,1,214,77,1890,Moonee Valley,Western Metropolitan
Ascot Vale,6,h,2425000,PI,04-06-2016,5.9,3032,6,3,2,1014,435,1887,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,750000,SP,04-06-2016,5.9,3032,2,1,1,226,92,1920,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,1053000,S,06-08-2016,5.9,3032,2,1,1,269,109,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1377000,S,06-08-2016,5.9,3032,3,1,1,417,168,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,970000,S,07-05-2016,5.9,3032,3,1,2,350,125,1904,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,940000,S,07-05-2016,5.9,3032,2,1,1,330,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,751000,PI,07-05-2016,5.9,3032,2,1,1,118,79,1890,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,950000,SP,07-05-2016,5.9,3032,2,1,1,173,102,1900,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,685000,S,07-11-2016,5.9,3032,2,1,2,228,90,1995,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1230000,S,08-10-2016,5.9,3032,4,1,2,594,148,1960,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,636500,S,08-10-2016,5.9,3032,2,1,1,0,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,910000,S,08-10-2016,5.9,3032,3,1,0,317,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,770000,PI,10-09-2016,5.9,3032,2,1,1,226,87,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,960000,S,10-12-2016,5.9,3032,3,2,2,229,,2011,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,890000,SP,10-12-2016,5.9,3032,4,1,1,300,185,1890,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,965000,S,10-12-2016,5.9,3032,2,1,1,170,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1440000,S,11-02-2017,5.9,3032,3,1,1,487,131,1900,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,955000,S,11-03-2017,5.9,3032,2,1,0,255,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,450000,VB,12-11-2016,5.9,3032,2,1,1,0,,2010,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,801000,S,12-11-2016,5.9,3032,3,1,2,431,,1950,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1000000,PI,12-11-2016,5.9,3032,3,2,2,440,120,1955,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1435000,S,12-11-2016,5.9,3032,3,2,2,532,147,1950,Moonee Valley,Western Metropolitan
Ascot Vale,1,u,390000,S,12-11-2016,5.9,3032,1,1,1,0,58,1972,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1425000,PI,13-08-2016,5.9,3032,3,2,2,495,139,1920,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1340000,S,14-05-2016,5.9,3032,3,2,2,683,232,1978,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,955000,S,14-05-2016,5.9,3032,3,1,1,263,117,1910,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1100000,VB,15-10-2016,5.9,3032,4,2,5,559,195,1920,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1255000,S,15-10-2016,5.9,3032,3,2,2,308,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,432000,S,15-10-2016,5.9,3032,2,1,1,0,62,1978,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1640000,S,16-04-2016,5.9,3032,4,3,2,562,204,1890,Moonee Valley,Western Metropolitan
Ascot Vale,6,h,1430000,S,16-04-2016,5.9,3032,4,2,1,461,286,1900,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,610000,SP,16-04-2016,5.9,3032,2,1,1,301,104,1995,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,940000,S,16-04-2016,5.9,3032,3,3,1,491,127,1950,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,890000,SP,16-07-2016,5.9,3032,3,1,1,242,110,1920,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1180000,SP,17-09-2016,5.9,3032,3,2,2,617,149,1930,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1480000,S,17-09-2016,5.9,3032,4,2,2,597,180,1939,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,1150000,S,18-03-2017,5.9,3032,2,1,1,387,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1350000,S,18-03-2017,5.9,3032,3,1,3,575,,,Moonee Valley,Western Metropolitan
Ascot Vale,5,h,1905000,S,18-03-2017,5.9,3032,5,2,2,521,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,t,865000,SP,18-03-2017,5.9,3032,2,2,1,146,132,2015,Moonee Valley,Western Metropolitan
Ascot Vale,2,t,705000,S,18-06-2016,5.9,3032,2,2,1,113,,1998,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,442000,S,18-06-2016,5.9,3032,2,1,1,0,62,1975,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,540000,S,19-11-2016,5.9,3032,2,2,1,0,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1037500,S,19-11-2016,5.9,3032,3,1,2,506,110,1920,Moonee Valley,Western Metropolitan
Ascot Vale,3,t,1050000,S,19-11-2016,5.9,3032,3,2,2,318,160,2013,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,440000,S,19-11-2016,5.9,3032,2,1,1,0,65,1970,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,1010000,S,19-11-2016,5.9,3032,2,1,1,325,,,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1430000,S,22-05-2016,5.9,3032,4,2,0,418,158,1900,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,570000,VB,22-05-2016,5.9,3032,2,1,1,0,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,690000,S,22-05-2016,5.9,3032,2,1,1,0,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1291000,S,23-04-2016,5.9,3032,3,1,2,414,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1130000,S,23-04-2016,5.9,3032,3,2,1,272,157,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1135000,S,24-09-2016,5.9,3032,3,1,1,296,104,1910,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,950000,PI,24-09-2016,5.9,3032,4,2,1,298,147,1920,Moonee Valley,Western Metropolitan
Ascot Vale,3,u,790000,PI,24-09-2016,5.9,3032,3,2,1,0,148,,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,390000,PI,25-02-2017,5.9,3032,2,1,1,1957,69,2012,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1345000,S,25-02-2017,5.9,3032,4,1,1,552,155,1920,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1381500,S,25-02-2017,5.9,3032,3,2,2,416,168,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,940000,S,26-07-2016,5.9,3032,3,2,2,285,172,2011,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,995000,S,26-07-2016,5.9,3032,3,2,1,314,177,2010,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1050000,SP,26-07-2016,5.9,3032,3,1,3,536,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,786000,S,26-07-2016,5.9,3032,3,2,1,576,120,1940,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,705000,PI,27-06-2016,5.9,3032,2,1,3,252,108,1910,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,760000,PI,27-06-2016,5.9,3032,2,1,1,124,77,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,u,487500,S,27-06-2016,5.9,3032,3,1,3,0,,1972,Moonee Valley,Western Metropolitan
Ascot Vale,3,t,1000000,S,27-11-2016,5.9,3032,3,2,2,200,144,2003,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1110000,PI,27-11-2016,5.9,3032,4,2,1,349,,1920,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1300000,PI,27-11-2016,5.9,3032,4,1,4,664,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1060000,PI,27-11-2016,5.9,3032,3,1,1,555,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1410000,PI,27-11-2016,5.9,3032,3,2,2,459,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1305000,S,28-05-2016,5.9,3032,2,1,1,278,166,1900,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,932500,S,28-05-2016,5.9,3032,3,2,1,254,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,965000,S,28-08-2016,5.9,3032,3,1,0,216,,,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,1215000,S,28-08-2016,5.9,3032,3,1,1,452,175,1960,Moonee Valley,Western Metropolitan
Ascot Vale,2,u,545000,S,28-08-2016,5.9,3032,2,1,2,194,71,1900,Moonee Valley,Western Metropolitan
Ascot Vale,4,h,1705000,S,30-07-2016,5.9,3032,4,2,4,598,273,2012,Moonee Valley,Western Metropolitan
Ascot Vale,3,h,970000,S,30-07-2016,5.9,3032,2,1,1,194,,,Moonee Valley,Western Metropolitan
Ascot Vale,2,h,925000,S,30-07-2016,5.9,3032,2,1,1,407,,,Moonee Valley,Western Metropolitan
Ashburton,4,h,2650000,S,03-09-2016,11,3147,4,3,2,753,399,2015,Boroondara,Southern Metropolitan
Ashburton,3,h,1670000,S,03-12-2016,11,3147,3,2,2,599,220,1930,Boroondara,Southern Metropolitan
Ashburton,3,t,955000,S,03-12-2016,11,3147,3,2,2,203,,,Boroondara,Southern Metropolitan
Ashburton,3,t,2050000,S,03-12-2016,11,3147,3,3,4,310,315,2014,Boroondara,Southern Metropolitan
Ashburton,2,u,500000,VB,04-03-2017,11,3147,2,1,1,710,,2010,Boroondara,Southern Metropolitan
Ashburton,2,h,1575000,S,04-03-2017,11,3147,2,1,2,679,,,Boroondara,Southern Metropolitan
Ashburton,3,h,1555000,S,04-06-2016,11,3147,3,2,2,731,149,1935,Boroondara,Southern Metropolitan
Ashburton,3,h,1100000,PI,08-10-2016,11,3147,3,3,2,276,178,2004,Boroondara,Southern Metropolitan
Ashburton,3,h,1337000,S,08-10-2016,11,3147,3,1,2,583,112,1950,Boroondara,Southern Metropolitan
Ashburton,8,h,2950000,S,10-09-2016,11,3147,9,7,4,1472,618,2009,Boroondara,Southern Metropolitan
Ashburton,4,h,2215000,SP,10-09-2016,11,3147,4,2,1,681,,1940,Boroondara,Southern Metropolitan
Ashburton,3,h,1518000,S,10-09-2016,11,3147,3,2,2,516,145,1920,Boroondara,Southern Metropolitan
Ashburton,3,h,1710000,S,10-12-2016,11,3147,3,1,2,806,101,1950,Boroondara,Southern Metropolitan
Ashburton,3,h,1655000,S,10-12-2016,11,3147,3,1,3,780,152,1940,Boroondara,Southern Metropolitan
Ashburton,4,h,1550000,VB,12-11-2016,11,3147,4,2,2,780,180,1938,Boroondara,Southern Metropolitan
Ashburton,3,h,1662000,S,14-05-2016,11,3147,3,2,2,351,228,2006,Boroondara,Southern Metropolitan
Ashburton,3,h,1665000,S,15-10-2016,11,3147,3,2,3,702,145,1945,Boroondara,Southern Metropolitan
Ashburton,2,h,1445000,S,16-04-2016,11,3147,2,1,2,704,,,Boroondara,Southern Metropolitan
Ashburton,5,h,3510000,S,18-03-2017,11,3147,5,5,2,755,444,2015,Boroondara,Southern Metropolitan
Ashburton,3,t,968000,S,18-06-2016,11,3147,3,1,1,227,,,Boroondara,Southern Metropolitan
Ashburton,3,t,900000,S,19-11-2016,11,3147,3,2,2,153,110,1990,Boroondara,Southern Metropolitan
Ashburton,3,h,1500000,S,22-05-2016,11,3147,3,1,2,545,,,Boroondara,Southern Metropolitan
Ashburton,5,h,2752000,S,22-08-2016,11,3147,6,4,2,1075,390,2010,Boroondara,Southern Metropolitan
Ashburton,3,h,1500000,VB,22-08-2016,11,3147,3,2,2,710,139,1945,Boroondara,Southern Metropolitan
Ashburton,4,h,1800000,S,25-02-2017,11,3147,4,2,4,749,206,1950,Boroondara,Southern Metropolitan
Ashburton,3,h,1830000,S,25-02-2017,11,3147,3,2,3,724,168,1940,Boroondara,Southern Metropolitan
Ashburton,3,h,1415000,S,27-06-2016,11,3147,3,1,1,605,111,1950,Boroondara,Southern Metropolitan
Ashburton,2,h,1440000,PI,27-06-2016,11,3147,2,1,1,687,104,1940,Boroondara,Southern Metropolitan
Ashburton,4,t,1250000,VB,27-11-2016,11,3147,4,2,2,321,199,2007,Boroondara,Southern Metropolitan
Ashburton,3,h,1422000,S,27-11-2016,11,3147,3,1,2,583,,,Boroondara,Southern Metropolitan
Ashburton,5,h,1600000,S,27-11-2016,11,3147,5,3,4,700,266,1950,Boroondara,Southern Metropolitan
Ashburton,4,h,1860000,S,27-11-2016,11,3147,4,2,3,696,274,2000,Boroondara,Southern Metropolitan
Ashburton,3,t,1710000,S,27-11-2016,11,3147,3,2,2,295,,1990,Boroondara,Southern Metropolitan
Ashburton,4,h,1790000,PI,28-05-2016,11,3147,4,2,2,514,240,1935,Boroondara,Southern Metropolitan
Ashburton,4,h,1950000,S,28-05-2016,11,3147,4,2,2,844,278,1940,Boroondara,Southern Metropolitan
Ashburton,3,h,1600000,S,28-05-2016,11,3147,3,1,2,637,,,Boroondara,Southern Metropolitan
Ashburton,3,h,1320000,PI,28-08-2016,11,3147,3,1,2,1063,,,Boroondara,Southern Metropolitan
Ashburton,3,h,1650000,S,28-08-2016,11,3147,3,1,1,697,164,1947,Boroondara,Southern Metropolitan
Ashwood,2,h,995000,S,03-09-2016,12.2,3147,2,1,1,583,,1950,Monash,Southern Metropolitan
Ashwood,3,h,1250000,S,03-12-2016,12.2,3147,3,1,1,842,,,Monash,Southern Metropolitan
Ashwood,3,u,1045000,S,04-03-2017,12.2,3147,3,2,2,467,,,Monash,Southern Metropolitan
Ashwood,4,h,1200000,SP,04-03-2017,12.2,3147,4,3,2,372,201,2016,Monash,Southern Metropolitan
Ashwood,2,h,1075000,VB,04-06-2016,12.2,3147,2,1,2,695,114,1950,Monash,Southern Metropolitan
Ashwood,4,h,1500000,S,06-08-2016,12.2,3147,2,2,2,621,203,2000,Monash,Southern Metropolitan
Ashwood,3,h,1120000,S,07-05-2016,12.2,3147,3,1,2,723,,,Monash,Southern Metropolitan
Ashwood,2,t,700000,S,07-11-2016,12.2,3147,2,1,2,367,110,1970,Monash,Southern Metropolitan
Ashwood,3,h,761000,PI,07-11-2016,12.2,3147,3,2,4,400,94,1950,Monash,Southern Metropolitan
Ashwood,4,h,1270000,SP,08-10-2016,12.2,3147,4,2,1,724,,,Monash,Southern Metropolitan
Ashwood,4,h,1510000,S,08-10-2016,12.2,3147,4,2,2,526,,,Monash,Southern Metropolitan
Ashwood,3,h,1365000,S,10-09-2016,12.2,3147,3,1,1,792,792,1950,Monash,Southern Metropolitan
Ashwood,4,h,1100000,VB,10-12-2016,12.2,3147,3,2,2,803,152,1970,Monash,Southern Metropolitan
Ashwood,4,h,1415000,S,13-08-2016,12.2,3147,4,3,2,724,,,Monash,Southern Metropolitan
Ashwood,2,u,690000,S,14-05-2016,12.2,3147,2,1,1,216,90,2003,Monash,Southern Metropolitan
Ashwood,3,h,1631000,S,15-10-2016,12.2,3147,3,2,3,782,215,1950,Monash,Southern Metropolitan
Ashwood,4,h,1500000,S,15-10-2016,12.2,3147,4,2,1,593,255,1930,Monash,Southern Metropolitan
Ashwood,3,h,1060000,S,16-07-2016,12.2,3147,2,1,2,772,,,Monash,Southern Metropolitan
Ashwood,5,h,1529500,S,17-09-2016,12.2,3147,5,3,2,585,317,2000,Monash,Southern Metropolitan
Ashwood,2,u,600000,S,18-03-2017,12.2,3147,2,1,1,153,80,1970,Monash,Southern Metropolitan
Ashwood,2,u,535000,S,18-06-2016,12.2,3147,2,1,1,72,,,Monash,Southern Metropolitan
Ashwood,3,h,785000,S,19-11-2016,12.2,3147,3,1,1,557,,1960,Monash,Southern Metropolitan
Ashwood,4,h,1240000,S,19-11-2016,12.2,3147,4,2,2,766,192,1950,Monash,Southern Metropolitan
Ashwood,2,u,700000,S,22-08-2016,12.2,3147,2,1,2,192,88,2007,Monash,Southern Metropolitan
Ashwood,4,h,1350000,S,24-09-2016,12.2,3147,4,2,1,727,,,Monash,Southern Metropolitan
Ashwood,2,h,1110000,S,24-09-2016,12.2,3147,2,1,1,586,86,1950,Monash,Southern Metropolitan
Ashwood,3,h,1305000,S,25-02-2017,12.2,3147,3,1,1,760,120,1960,Monash,Southern Metropolitan
Ashwood,3,h,855000,S,25-02-2017,12.2,3147,3,2,1,320,85,1958,Monash,Southern Metropolitan
Ashwood,3,t,900500,S,27-11-2016,12.2,3147,3,2,2,256,134,2012,Monash,Southern Metropolitan
Ashwood,3,h,1200000,VB,28-05-2016,12.2,3147,3,2,2,839,198,1970,Monash,Southern Metropolitan
Ashwood,3,t,830000,S,28-08-2016,12.2,3147,2,1,2,212,130,2012,Monash,Southern Metropolitan
Avondale Heights,3,h,850000,S,03-09-2016,10.5,3034,3,1,1,593,118,1970,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,750000,SP,03-09-2016,10.5,3034,3,1,1,0,103,1980,Moonee Valley,Western Metropolitan
Avondale Heights,3,t,851000,S,03-12-2016,10.5,3034,3,3,1,557,181,2017,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,848000,S,04-03-2017,10.5,3034,3,1,2,542,,,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,806000,S,04-03-2017,10.5,3034,4,2,1,350,,2008,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1155000,S,04-06-2016,10.5,3034,3,2,2,569,225,2008,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,670000,VB,04-06-2016,10.5,3034,3,2,2,671,,,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1200000,S,04-06-2016,10.5,3034,4,5,4,673,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,636000,S,04-06-2016,10.5,3034,2,1,2,571,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,680000,S,06-08-2016,10.5,3034,3,1,2,570,120,1970,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1160000,S,07-05-2016,10.5,3034,4,3,2,789,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,750000,S,08-10-2016,10.5,3034,3,1,1,529,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,627500,SP,08-10-2016,10.5,3034,3,1,1,550,143,1970,Moonee Valley,Western Metropolitan
Avondale Heights,3,t,880000,S,08-10-2016,10.5,3034,3,2,2,339,,,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,950000,S,10-12-2016,10.5,3034,4,3,3,761,281,1970,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1600000,PI,10-12-2016,10.5,3034,4,3,3,1801,,,Moonee Valley,Western Metropolitan
Avondale Heights,2,t,585000,S,11-02-2017,10.5,3034,2,1,1,136,,2012,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,650000,SP,15-10-2016,10.5,3034,3,1,3,574,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,725000,SP,15-10-2016,10.5,3034,3,1,4,606,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,u,665000,S,16-04-2016,10.5,3034,3,2,1,289,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,560500,S,16-04-2016,10.5,3034,3,1,1,177,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,615000,SP,16-07-2016,10.5,3034,3,1,2,649,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,845000,S,16-07-2016,10.5,3034,3,1,3,704,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,585000,SA,17-09-2016,10.5,3034,3,1,2,322,,,Moonee Valley,Western Metropolitan
Avondale Heights,2,u,440000,S,18-03-2017,10.5,3034,2,1,1,263,,1999,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,850000,S,18-03-2017,10.5,3034,3,1,2,766,149,,Moonee Valley,Western Metropolitan
Avondale Heights,5,h,850000,SP,18-06-2016,10.5,3034,5,2,4,574,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,705000,S,22-05-2016,10.5,3034,3,1,1,581,106,1960,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,1100000,VB,22-05-2016,10.5,3034,4,3,2,873,395,1992,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,892500,S,22-05-2016,10.5,3034,3,1,1,586,118,1965,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,695000,S,23-04-2016,10.5,3034,3,1,2,588,,,Moonee Valley,Western Metropolitan
Avondale Heights,2,h,522500,S,24-09-2016,10.5,3034,2,1,1,220,101,1995,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,680000,PI,24-09-2016,10.5,3034,4,2,2,554,140,1960,Moonee Valley,Western Metropolitan
Avondale Heights,3,u,500000,S,24-09-2016,10.5,3034,3,1,1,260,,1990,Moonee Valley,Western Metropolitan
Avondale Heights,2,t,550000,SP,24-09-2016,10.5,3034,2,1,2,158,,1993,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,730000,S,25-02-2017,10.5,3034,3,2,2,705,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,875000,S,25-02-2017,10.5,3034,3,1,3,812,117,1960,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,850000,SP,25-02-2017,10.5,3034,3,2,8,585,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,635000,SP,26-07-2016,10.5,3034,3,1,1,597,,,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,762000,S,26-07-2016,10.5,3034,4,2,2,589,150,1961,Moonee Valley,Western Metropolitan
Avondale Heights,2,u,411000,PI,27-11-2016,10.5,3034,2,1,1,0,85,1995,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,790000,S,27-11-2016,10.5,3034,4,2,2,570,,,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,605000,S,27-11-2016,10.5,3034,4,1,0,569,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,805000,S,27-11-2016,10.5,3034,3,2,2,593,103,1970,Moonee Valley,Western Metropolitan
Avondale Heights,4,h,890000,S,27-11-2016,10.5,3034,4,2,4,585,,1960,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,795000,S,28-05-2016,10.5,3034,3,1,1,549,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,634000,S,28-05-2016,10.5,3034,4,2,1,582,153,1950,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,642000,SP,28-08-2016,10.5,3034,3,1,1,590,,1960,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,863000,S,28-08-2016,10.5,3034,3,2,3,638,,,Moonee Valley,Western Metropolitan
Avondale Heights,3,h,740000,SP,28-08-2016,10.5,3034,3,1,2,607,,,Moonee Valley,Western Metropolitan
Balaclava,4,h,1819000,S,03-09-2016,6.6,3183,3,2,1,244,180,1900,Port Phillip,Southern Metropolitan
Balaclava,2,u,410000,PI,03-12-2016,6.6,3183,2,1,2,0,61,1965,Port Phillip,Southern Metropolitan
Balaclava,1,u,280000,VB,07-05-2016,6.6,3183,1,1,1,0,,,Port Phillip,Southern Metropolitan
Balaclava,2,t,1015000,S,07-11-2016,6.6,3183,2,1,2,114,120,2000,Port Phillip,Southern Metropolitan
Balaclava,2,u,502500,S,15-10-2016,6.6,3183,2,1,1,0,65,1960,Port Phillip,Southern Metropolitan
Balaclava,2,u,520000,S,15-10-2016,6.6,3183,2,1,0,0,58,1970,Port Phillip,Southern Metropolitan
Balaclava,2,u,442000,SP,17-09-2016,6.6,3183,2,1,1,0,61,1960,Port Phillip,Southern Metropolitan
Balaclava,3,h,1193000,S,18-06-2016,6.6,3183,3,1,1,178,100,1920,Port Phillip,Southern Metropolitan
Balaclava,2,u,416000,S,18-06-2016,6.6,3183,2,1,1,0,49,1960,Port Phillip,Southern Metropolitan
Balaclava,2,u,820000,S,19-11-2016,6.6,3183,2,1,1,0,,,Port Phillip,Southern Metropolitan
Balaclava,2,u,474000,S,22-05-2016,6.6,3183,2,1,1,0,59,1970,Port Phillip,Southern Metropolitan
Balaclava,2,h,981000,S,25-02-2017,6.6,3183,2,1,0,159,84,1930,Port Phillip,Southern Metropolitan
Balaclava,3,h,1690000,S,25-02-2017,6.6,3183,3,2,2,339,159,1890,Port Phillip,Southern Metropolitan
Balaclava,2,u,540000,VB,27-06-2016,6.6,3183,2,1,1,483,51,1970,Port Phillip,Southern Metropolitan
Balaclava,3,h,1080000,S,27-06-2016,6.6,3183,3,1,1,157,,1928,Port Phillip,Southern Metropolitan
Balaclava,1,u,500000,SP,27-11-2016,6.6,3183,1,1,0,0,,,Port Phillip,Southern Metropolitan
Balaclava,2,u,497500,PI,28-08-2016,6.6,3183,2,0,0,0,,,Port Phillip,Southern Metropolitan
Balwyn,2,h,2100000,S,03-09-2016,9.7,3103,2,1,1,659,123,1920,Boroondara,Southern Metropolitan
Balwyn,4,h,1800000,VB,03-09-2016,9.7,3103,4,2,2,715,218,1985,Boroondara,Southern Metropolitan
Balwyn,2,t,1255000,S,03-09-2016,9.7,3103,2,1,1,208,129,2000,Boroondara,Southern Metropolitan
Balwyn,3,u,1070000,SA,03-12-2016,9.7,3103,3,2,2,206,112,1998,Boroondara,Southern Metropolitan
Balwyn,5,h,2570000,PI,03-12-2016,9.7,3103,5,3,2,715,420,2009,Boroondara,Southern Metropolitan
Balwyn,4,h,2400000,VB,03-12-2016,9.7,3103,4,2,2,744,226,1985,Boroondara,Southern Metropolitan
Balwyn,3,h,2200000,S,03-12-2016,9.7,3103,3,3,2,651,266,,Boroondara,Southern Metropolitan
